active_ingredient,pmid,pmcid,year,title,journal,is_open_access,has_age_at_exposure,has_growth_before_exposure,has_growth_during_exposure,has_growth_after_discontinuation,has_puberty,has_bone_age,has_epiphyseal_imaging,has_igf1_or_gh,has_phosphate,has_weight_nutrition,has_disease_activity,has_concomitant_medications,has_height_trajectory,has_segment_measurements,has_adverse_skeletal,has_dechallenge,has_rechallenge,has_dose_response,competing_growth_hormone_given,competing_puberty_suppression,competing_aromatase_inhibition,competing_nutritional_recovery,competing_major_weight_change,competing_glucocorticoid_withdrawal,competing_thyroid_correction,competing_disease_remission,competing_tumour_hormone,element_exposure_precedes_change,element_plausible_latency,element_dechallenge,element_rechallenge,element_dose_response,element_independent_replication,element_open_growth_plates,element_interpretable_baseline,timeline_fields_present,timeline_fields_possible,competing_explanations,raw_causality_score,penalty,score_cap_applied,temporal_causality_score,clean_natural_experiment,extraction_basis
AMINO ACIDS,42317765,PMC13272164,2026,Progress on the correlation between sepsis and gut microbiota: a narrative review.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,41350447,PMC12680647,2025,Harnessing liquid biopsy to unveil RAS-MEK pathway somatic pathogenic variants in extracranial arterio-venous malformations.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,39001958,PMC11415405,2024,Elemental Diet as a Therapeutic Modality: A Comprehensive Review.,,Y,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,39766333,PMC11727550,2024,In-Depth Phenotyping of &lt;i&gt;PIGW&lt;/i&gt;-Related Disease and Its Role in 17q12 Genomic Disorder.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,41768596,PMC12945743,2026,Mechanistic Target of Rapamycin and Megalencephaly: Novel Research Strategies for Therapeutic Discovery.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LEVOTHYROXINE,41767060,PMC12949389,2026,A 10-Year-Old Boy With Chronic Atrial and Intestinal Dysrhythmia (CAID) and Chronic Intestinal Pseudo-Obstruction (CIPO).,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LEVOTHYROXINE,41217125,PMC12617399,2025,An unusual presentation of longstanding atrophic Hashimoto's thyroiditis: challenges in a resource-limited setting.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LEVOTHYROXINE,39868553,PMC11811821,2025,Pseudohypoparathyroidism type 1A presenting as short stature and congenital hypothyroidism.,,Y,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
ALBUTEROL,39282210,PMC11402295,2024,Pediatric carotid body tumors: A case report and systematic review.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,37362159,PMC10288297,2023,A case of papilledema in Camurati-Engelmann disease treated effectively with prednisolone.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,41675269,PMC12887226,2026,First Thai Case of Lethal Desbuquois Dysplasia Type I Caused by Novel Compound Heterozygous &lt;i&gt;CANT1&lt;/i&gt; Mutations: Expanding the Molecular Spectrum.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,38333663,PMC10849986,2024,A five-day-old child with lipid hemihypertrophy: A case report.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LEVOTHYROXINE,40584809,PMC12204318,2025,New-Onset Primary Hypothyroidism in a 14-year-old Girl Presenting as Hemorrhagic Shock From Severe Menorrhagia.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LEVOTHYROXINE,41462822,PMC12731882,2025,Identification of a Novel Nonsense Mutation in the &lt;i&gt;IGSF1&lt;/i&gt; Gene Reveals Sex-Specific Phenotypic Variability Within a Single Family.,,Y,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LEVOTHYROXINE,41684880,PMC12891745,2026,Twins With Pathogenic &lt;i&gt;RNF113A&lt;/i&gt; Variant Presenting With Testicular Regression Syndrome.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
LEVOTHYROXINE,42306371,PMC13266301,2026,Thyroid-Stimulating Hormone Immunoassay Interference Presenting as Treatment-Refractory Hypothyroidism: A Case Report.,,Y,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,41967501,PMC13192418,2026,"Small intestinal microbiome, the underrated maestro of SIMO disease.",,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,39391823,PMC11466259,2024,Pituitary gigantism due to a novel <i>AIP</i> germline splice-site variant.,,Y,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,41313534,PMC13201316,2026,"Diet in Inflammatory Bowel Diseases: Efficacy, Tolerability, and Microbiome Effects Toward Personalized Management.",,Y,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,39166703,PMC11637962,2025,Recurrent carotid paragangliomas in a syndromic patient with a heterozygous missense variant in DNA Methyltransferase 3 Alpha.,,N,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,41465473,PMC12732883,2025,A Family with Meester-Loeys Syndrome Caused by a Novel Missense Variant in the &lt;i&gt;BGN&lt;/i&gt; Gene.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,39906804,PMC11791283,2025,A novel TGFBR2 mutation causes Loeys-Dietz syndrome in a Chinese infant: A case report.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,41430313,PMC12723890,2025,PI3K/AKT/mTOR axis in vascular malformations: from molecular insights to targeted clinical trials.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,40270200,PMC12358781,2025,Asparaginase-associated hyperammonemia.,,Y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
AMINO ACIDS,39891458,PMC11786211,2024,"First Case of Macrocephaly, Dysmorphic Facies, and Psychomotor Retardation Harboring Co-inherited Variants in HERC1 and PMP22 Genes from Iran: Two Novel Variants.",,Y,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3,18,0,2.0,0.0,6.0,2.0,False,abstract-level pattern match. NOT a read of the paper. Any case used as evidence must be opened and its numbers transcribed by hand.
