pmcid,pmid,doi,title,year,journal,cited_by,found_by,query_kinds,is_anchor,relevance
PMC8289611,34336094,10.1155/2021/4946711,Targeting Mitochondrial Biogenesis with Polyphenol Compounds.,2021,Oxidative medicine and cellular longevity,121,"""nobiletin""",compound x growth plate,False,0.20166666666666666
PMC11374687,39112715,10.1038/s41586-024-07769-3,Prognostic genome and transcriptome signatures in colorectal cancers.,2024,Nature,120,"""SLC12A2""",target x growth x geometry,False,0.2
PMC11486635,39384770,10.1038/s41392-024-01980-4,The multiple roles of interferon regulatory factor family in health and disease.,2024,Signal transduction and targeted therapy,120,"""nobiletin""",compound x growth plate,False,0.2
PMC5584733,27442895,10.1080/21541248.2016.1211398,Rac1 in human diseases: The therapeutic potential of targeting Rac1 signaling regulatory mechanisms.,2017,Small GTPases,119,"""NSC23766""",compound x growth plate,False,0.19833333333333333
PMC5466625,28600504,10.1038/s41598-017-03460-y,Amphiregulin contained in NSCLC-exosomes induces osteoclast differentiation through the activation of EGFR pathway.,2017,Scientific reports,119,"""EIPA""",compound x growth plate,False,0.19833333333333333
PMC11954198,40156055,10.1186/s13045-025-01688-0,Cancer associated fibroblasts in cancer development and therapy.,2025,Journal of hematology & oncology,119,"""fasudil""",compound x growth plate,False,0.19833333333333333
PMC3922385,20184663,10.1111/j.1582-4934.2010.01044.x,Tumour-associated fibroblasts and mesenchymal stem cells: more similarities than differences.,2011,Journal of cellular and molecular medicine,119,"""integrin beta1""",target x growth x geometry,False,0.19833333333333333
PMC7796437,33375718,10.3390/ijms22010153,"Extracellular Vesicles from Red Blood Cells and Their Evolving Roles in Health, Coagulopathy and Therapy.",2020,International journal of molecular sciences,117,"""LIMK1""",target x growth x geometry,False,0.195
PMC10033545,36969193,10.3389/fimmu.2023.1127704,Immunomodulation-a general review of the current state-of-the-art and new therapeutic strategies for targeting the immune system.,2023,Frontiers in immunology,117,"""fasudil""",compound x growth plate,False,0.195
PMC4600544,26491231,10.1155/2015/584758,Hypoxia Inducible Factor Pathway and Physiological Adaptation: A Cell Survival Pathway?,2015,Mediators of inflammation,116,"""NHE1""",target x growth x geometry,False,0.19333333333333333
PMC6829314,31547567,10.3390/cells8101130,"The Interactivity between TGFβ and BMP Signaling in Organogenesis, Fibrosis, and Cancer.",2019,Cells,116,"""LIMK1""; ""LIMK2""",target x growth x geometry,False,0.19333333333333333
PMC10055885,36986668,10.3390/pharmaceutics15030807,Chitosan-Based Biomaterials for Tissue Regeneration.,2023,Pharmaceutics,113,"""lovastatin""",compound x growth plate,False,0.18833333333333332
PMC2909932,20565753,10.1186/1477-5956-8-33,Proteomic analysis of sea urchin (Strongylocentrotus purpuratus) spicule matrix.,2010,Proteome science,112,"""acetazolamide""",compound x growth plate,False,0.18666666666666668
PMC9388978,35986247,10.1186/s11658-022-00366-0,"Aging of mesenchymal stem cell: machinery, markers, and strategies of fighting.",2022,Cellular & molecular biology letters,112,"""CASIN""; ""ML141""",compound x growth plate,False,0.18666666666666668
PMC7126054,21550393,10.1016/j.biotechadv.2011.04.004,Baculovirus as a gene delivery vector: recent understandings of molecular alterations in transduced cells and latest applications.,2011,Biotechnology advances,110,"""EIPA""",compound x growth plate,False,0.18333333333333332
PMC5253683,28102206,10.1038/ncomms13700,Gα13 negatively controls osteoclastogenesis through inhibition of the Akt-GSK3β-NFATc1 signalling pathway.,2017,Nature communications,110,"""CN03""",compound x growth plate,False,0.18333333333333332
PMC4437543,26000333,10.1016/j.gendis.2014.12.003,Strategies to minimize hypertrophy in cartilage engineering and regeneration.,2015,Genes & diseases,110,"""NSC23766""; ""aquaporin""; ""osmotic swelling""",compound x growth plate; target x growth x geometry,False,0.18333333333333332
PMC4498276,26151572,10.1038/ncomms8531,Kindlin-2 controls TGF-β signalling and Sox9 expression to regulate chondrogenesis.,2015,Nature communications,110,"""chondrocyte column""",target x growth x geometry,False,0.18333333333333332
PMC4755472,26929657,10.2147/jir.s82320,The macrophages in rheumatic diseases.,2016,Journal of inflammation research,109,"""fasudil""",compound x growth plate,False,0.18166666666666667
PMC8835994,35163418,10.3390/ijms23031464,MAPK/ERK Pathway as a Central Regulator in Vertebrate Organ Regeneration.,2022,International journal of molecular sciences,109,"""non-muscle myosin II""",target x growth x geometry,False,0.18166666666666667
PMC3196252,22046527,10.1155/2011/979032,Biomechanical influence of cartilage homeostasis in health and disease.,2011,Arthritis,108,"""LIMK1""",target x growth x geometry,False,0.18
PMC10046187,36979418,10.3390/biom13030483,Progress of Wnt Signaling Pathway in Osteoporosis.,2023,Biomolecules,108,"""CDC42""; ""planar cell polarity""",target x growth x geometry,False,0.18
PMC6627345,31212816,10.3390/cancers11060813,"Hexokinase 2 Regulates Ovarian Cancer Cell Migration, Invasion and Stemness via FAK/ERK1/2/MMP9/NANOG/SOX9 Signaling Cascades.",2019,Cancers,108,"""defactinib""",compound x growth plate,False,0.18
PMC6345564,30475205,10.7554/elife.38069,Mechanical force regulates tendon extracellular matrix organization and tenocyte morphogenesis through TGFbeta signaling.,2018,eLife,107,"""nocodazole""",compound x growth plate,False,0.17833333333333334
PMC7312103,32481620,10.3390/ijms21113837,TRPV4: A Physio and Pathophysiologically Significant Ion Channel.,2020,International journal of molecular sciences,104,"""GSK1016790A""; ""RN-1734""; ""osmotic swelling""",compound x growth plate; target x growth x geometry,False,0.17333333333333334
PMC4429568,26029113,10.3389/fphys.2015.00143,Endogenous electric fields as guiding cue for cell migration.,2015,Frontiers in physiology,104,"""NHE1""",target x growth x geometry,False,0.17333333333333334
PMC11733683,39806516,10.1186/s13045-024-01634-6,Harnessing the tumor microenvironment: targeted cancer therapies through modulation of epithelial-mesenchymal transition.,2025,Journal of hematology & oncology,103,"""defactinib""",compound x growth plate,False,0.17166666666666666
PMC8920370,35261301,10.1080/10717544.2022.2048130,Intra-articular drug delivery systems for osteoarthritis therapy: shifting from sustained release to enhancing penetration into cartilage.,2022,Drug delivery,103,"""NSC23766""",compound x growth plate,False,0.17166666666666666
PMC11968978,40180907,10.1038/s41392-025-02142-w,Wnt signaling pathways in biology and disease: mechanisms and therapeutic advances.,2025,Signal transduction and targeted therapy,103,"""ROCK2""",target x growth x geometry,False,0.17166666666666666
PMC2700520,19349584,10.1083/jcb.200809008,Integrin-linked kinase is required for radial sorting of axons and Schwann cell remyelination in the peripheral nervous system.,2009,The Journal of cell biology,102,"""fasudil""",compound x growth plate,False,0.17
PMC6503111,31114512,10.3389/fphys.2019.00512,Engineered Extracellular Vesicles From Human Periodontal-Ligament Stem Cells Increase VEGF/VEGFR2 Expression During Bone Regeneration.,2019,Frontiers in physiology,102,"""osmotic swelling""",target x growth x geometry,False,0.17
PMC5772625,29343687,10.1038/s41467-017-02486-0,Mechanically-sensitive miRNAs bias human mesenchymal stem cell fate via mTOR signalling.,2018,Nature communications,101,"""non-muscle myosin II""",target x growth x geometry,False,0.16833333333333333
PMC4677323,26658759,10.1038/srep17895,Simvastatin suppresses breast cancer cell proliferation induced by senescent cells.,2015,Scientific reports,101,"""ML141""",compound x growth plate,False,0.16833333333333333
PMC4226667,25211298,10.18632/oncotarget.2408,"CUSP9* treatment protocol for recurrent glioblastoma: aprepitant, artesunate, auranofin, captopril, celecoxib, disulfiram, itraconazole, ritonavir, sertraline augmenting continuous low dose temozolomide.",2014,Oncotarget,101,"""acetazolamide""",compound x growth plate,False,0.16833333333333333
PMC6349341,30450767,10.1111/jcmm.13972,TRPV4 regulates matrix stiffness and TGFβ1-induced epithelial-mesenchymal transition.,2019,Journal of cellular and molecular medicine,99,"""GSK1016790A""; ""blebbistatin""",compound x growth plate,False,0.165
PMC5820367,29503618,10.3389/fphys.2018.00101,New Perspectives on the Potential Role of Aquaporins (AQPs) in the Physiology of Inflammation.,2018,Frontiers in physiology,99,"""acetazolamide""",compound x growth plate,False,0.165
PMC7555016,32933018,10.3390/ijms21186665,Hedgehog Signaling in Skeletal Development: Roles of Indian Hedgehog and the Mode of Its Action.,2020,International journal of molecular sciences,98,"""cholesterol""",compound x growth plate,False,0.16333333333333333
PMC7578566,33084883,10.1042/cs20190893,Regulation of cellular senescence by extracellular matrix during chronic fibrotic diseases.,2020,"Clinical science (London, England : 1979)",98,"""non-muscle myosin II""",target x growth x geometry,False,0.16333333333333333
PMC7336185,32685563,10.1093/burnst/tkaa017,Guidelines on multidisciplinary approaches for the prevention and management of diabetic foot disease (2020 edition).,2020,Burns & trauma,98,"""furosemide""",compound x growth plate,False,0.16333333333333333
PMC9806111,36588106,10.1038/s41413-022-00239-4,The role of TGF-beta3 in cartilage development and osteoarthritis.,2023,Bone research,97,"""CDC42""",target x growth x geometry,False,0.16166666666666665
PMC8293626,34260921,10.1016/j.celrep.2021.109352,Regional specialization and fate specification of bone stromal cells in skeletal development.,2021,Cell reports,96,"""MYH9""",target x growth x geometry,False,0.16
PMC10506061,37699320,10.1016/j.redox.2023.102871,Mesenchymal stem cell attenuates spinal cord injury by inhibiting mitochondrial quality control-associated neuronal ferroptosis.,2023,Redox biology,95,"""cytochalasin D""",compound x growth plate,False,0.15833333333333333
PMC6614338,31312184,10.3389/fendo.2019.00431,Emerging Trend in the Pharmacotherapy of Osteoarthritis.,2019,Frontiers in endocrinology,93,"""SR3335""",compound x growth plate,False,0.155
PMC5461032,28428367,10.1083/jcb.201702135,COPII-coated membranes function as transport carriers of intracellular procollagen I.,2017,The Journal of cell biology,93,"""nocodazole""",compound x growth plate,False,0.155
PMC6220447,30429787,10.3389/fphar.2018.01230,Tumor Microenvironment Targeted Nanotherapy.,2018,Frontiers in pharmacology,92,"""acetazolamide""",compound x growth plate,False,0.15333333333333332
PMC10337089,37434199,10.1186/s12951-023-01969-1,Apoptotic bodies: bioactive treasure left behind by the dying cells with robust diagnostic and therapeutic application potentials.,2023,Journal of nanobiotechnology,92,"""LIMK1""; ""actin cortex""",target x growth x geometry,False,0.15333333333333332
PMC3762817,24023743,10.1371/journal.pone.0072480,Therapeutic targeting of tumor growth and angiogenesis with a novel anti-S100A4 monoclonal antibody.,2013,PloS one,92,"""non-muscle myosin II""",target x growth x geometry,False,0.15333333333333332
PMC6328443,30662403,10.3389/fphar.2018.01475,Animal Models in the Pathophysiology of Cystic Fibrosis.,2018,Frontiers in pharmacology,91,"""bumetanide""",compound x growth plate,False,0.15166666666666667
PMC10766996,38036736,10.1038/s12276-023-01130-w,Aortic aneurysms: current pathogenesis and therapeutic targets.,2023,Experimental & molecular medicine,91,"""fasudil""",compound x growth plate,False,0.15166666666666667
PMC10413650,37267365,10.1126/sciadv.adg0478,Activation of Piezo1 promotes osteogenic differentiation of aortic valve interstitial cell through YAP-dependent glutaminolysis.,2023,Science advances,89,"""Yoda1""",compound x growth plate,False,0.14833333333333334
PMC9688488,36428981,10.3390/cells11223552,"HIF-1α Regulates Bone Homeostasis and Angiogenesis, Participating in the Occurrence of Bone Metabolic Diseases.",2022,Cells,88,"""simvastatin""",compound x growth plate,False,0.14666666666666667
PMC6993244,32042347,10.7150/thno.39995,Towards extracellular matrix normalization for improved treatment of solid tumors.,2020,Theranostics,88,"""defactinib""; ""fasudil""",compound x growth plate,False,0.14666666666666667
PMC4038754,24883122,10.7150/thno.9052,Luminescent dual sensors reveal extracellular pH-gradients and hypoxia on chronic wounds that disrupt epidermal repair.,2014,Theranostics,87,"""EIPA""; ""NHE1""; ""SLC9A1""; ""cariporide""",compound x growth plate; target x growth x geometry,False,0.145
PMC5470957,27191748,10.18632/oncotarget.9388,Combined experience of six independent laboratories attempting to create an Ewing sarcoma mouse model.,2017,Oncotarget,87,"""NHE1""",target x growth x geometry,False,0.145
PMC8234635,34208464,10.3390/ijms22126429,Piezo Channels: Awesome Mechanosensitive Structures in Cellular Mechanotransduction and Their Role in Bone.,2021,International journal of molecular sciences,86,"""GSK1016790A""; ""GsMTx4""; ""PIEZO2""; ""Yoda1""; ""cell rotation""",compound x growth plate; target x growth x geometry,False,0.14333333333333334
PMC5223602,27998990,10.1083/jcb.201605097,Activating the nuclear piston mechanism of 3D migration in tumor cells.,2017,The Journal of cell biology,86,"""blebbistatin""",compound x growth plate,False,0.14333333333333334
PMC5121630,27883074,10.1038/srep37801,Adipose Stem Cells Display Higher Regenerative Capacities and More Adaptable Electro-Kinetic Properties Compared to Bone Marrow-Derived Mesenchymal Stromal Cells.,2016,Scientific reports,86,"""cell rotation""",target x growth x geometry,False,0.14333333333333334
PMC6599291,31297148,10.1186/s13036-019-0185-0,Cardiac tissue engineering: state-of-the-art methods and outlook.,2019,Journal of biological engineering,86,"""actin cortex""",target x growth x geometry,False,0.14333333333333334
PMC10214107,37251734,10.1177/20417314231172573,"Significance of mechanical loading in bone fracture healing, bone regeneration, and vascularization.",2023,Journal of tissue engineering,86,"""ROCK1""; ""ROCK2""; ""cytochalasin D""",compound x growth plate; target x growth x geometry,False,0.14333333333333334
PMC7970050,33748119,10.3389/fcell.2021.634690,"Guidelines for Regulated Cell Death Assays: A Systematic Summary, A Categorical Comparison, A Prospective.",2021,Frontiers in cell and developmental biology,86,"""osmotic swelling""",target x growth x geometry,False,0.14333333333333334
PMC8448080,34533887,10.1002/jev2.12148,Diverse plasma membrane protrusions act as platforms for extracellular vesicle shedding.,2021,Journal of extracellular vesicles,84,"""actin cortex""; ""cytochalasin D""",compound x growth plate; target x growth x geometry,False,0.14
