compound,chembl_id,compound_family,primary_target_queried,classification_basis,broad_poison_class
CHEMBL62332,CHEMBL62332,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL420445,CHEMBL420445,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL395897,CHEMBL395897,ion / volume regulation,SLC9A1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL487246,CHEMBL487246,FAK / adhesion turnover,PTK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
PD-0166285,CHEMBL49120,FAK / adhesion turnover,SRC,no geometry evidence and no measured mechanistic advantage,
CHEMBL388516,CHEMBL388516,ROCK1/2 inhibitor,ROCK1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL453635,CHEMBL453635,ROCK1/2 inhibitor,ROCK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL332812,CHEMBL332812,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1161656,CHEMBL1161656,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1161662,CHEMBL1161662,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL51879,CHEMBL51879,ion / volume regulation,SLC9A1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL123127,CHEMBL123127,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL97861,CHEMBL97861,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL316477,CHEMBL316477,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL62063,CHEMBL62063,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3893272,CHEMBL3893272,microtubule regulator (non-mitotic),MAPT,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL5270781,CHEMBL5270781,microtubule regulator (non-mitotic),MAPT,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL2364554,CHEMBL2364554,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1161658,CHEMBL1161658,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL156927,CHEMBL156927,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL519959,CHEMBL519959,ROCK1/2 inhibitor,ROCK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL63019,CHEMBL63019,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL455524,CHEMBL455524,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3906074,CHEMBL3906074,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL2368191,CHEMBL2368191,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1083104,CHEMBL1083104,polarity / cilia,SMO,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3979286,CHEMBL3979286,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL1161642,CHEMBL1161642,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3613614,CHEMBL3613614,LIMK inhibitor,LIMK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL228667,CHEMBL228667,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL2367477,CHEMBL2367477,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL503128,CHEMBL503128,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3914089,CHEMBL3914089,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL575940,CHEMBL575940,ROCK1/2 inhibitor,ROCK1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL94533,CHEMBL94533,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL303786,CHEMBL303786,FAK / adhesion turnover,SRC,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3352853,CHEMBL3352853,LIMK inhibitor,LIMK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL224535,CHEMBL224535,ROCK1/2 inhibitor,ROCK1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL224510,CHEMBL224510,ROCK1/2 inhibitor,ROCK1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL225582,CHEMBL225582,ROCK1/2 inhibitor,ROCK1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL485440,CHEMBL485440,ROCK1/2 inhibitor,ROCK1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3685712,CHEMBL3685712,FAK / adhesion turnover,ILK,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3681013,CHEMBL3681013,FAK / adhesion turnover,ILK,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL2368200,CHEMBL2368200,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL284596,CHEMBL284596,RORalpha / lipid pathway,SOAT1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL585927,CHEMBL585927,FAK / adhesion turnover,PTK2B,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL104779,CHEMBL104779,FAK / adhesion turnover,SRC,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL85612,CHEMBL85612,FAK / adhesion turnover,SRC,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL232748,CHEMBL232748,ion / volume regulation,SLC9A1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL1327134,CHEMBL1327134,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL1083074,CHEMBL1083074,ROCK1/2 inhibitor,ROCK1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
HESPERADIN,CHEMBL514409,FAK / adhesion turnover,PTK2B,no geometry evidence and no measured mechanistic advantage,
CHEMBL570380,CHEMBL570380,FAK / adhesion turnover,PTK2B,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL345157,CHEMBL345157,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL51283,CHEMBL51283,FAK / adhesion turnover,SRC,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1084733,CHEMBL1084733,polarity / cilia,SMO,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL319078,CHEMBL319078,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL60391,CHEMBL60391,FAK / adhesion turnover,SRC,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL157918,CHEMBL157918,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL3985550,CHEMBL3985550,microtubule regulator (non-mitotic),MAPT,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL98881,CHEMBL98881,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL475612,CHEMBL475612,ROCK1/2 inhibitor,ROCK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1083739,CHEMBL1083739,polarity / cilia,SMO,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL557532,CHEMBL557532,ion / volume regulation,SLC9A1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL3349828,CHEMBL3349828,RORalpha / lipid pathway,HMGCR,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL1209156,CHEMBL1209156,polarity / cilia,SMO,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL234072,CHEMBL234072,ion / volume regulation,SLC9A1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
CHEMBL568484,CHEMBL568484,LIMK inhibitor,LIMK2,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL426925,CHEMBL426925,ROCK1/2 inhibitor,ROCK1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL521144,CHEMBL521144,ROCK1/2 inhibitor,ROCK1,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL558130,CHEMBL558130,integrin-directed,ITGAV,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well",
CHEMBL3932523,CHEMBL3932523,ion / volume regulation,TRPV4,"no compound name in ChEMBL - an activity-table accession, not something that can be ordered or put in a well; target is swelling-only in any case",
