mouse_gene,human_gene,crispr_tier,crispr_effect_class,total_score,score_positive,score_penalty,fg_zone_bias,mouse_zone_top,human_zone_top,height_n_loci,tractable_class,blacklist_reasons,desired_intervention_direction
Etaa1,ETAA1,,KO_promotes_maturation,0.35064,1.15064,0.8,shared,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tmem238,TMEM238,,KO_promotes_maturation,0.35063,1.15063,0.8,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ifi203,IFI16,,KO_promotes_maturation,0.35049,1.15049,0.8,hypertrophic,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Msmo1,MSMO1,,KO_promotes_maturation,0.34971,1.14971,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Chtf18,CHTF18,,KO_promotes_maturation,0.34876,1.14876,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pfas,PFAS,,KO_promotes_maturation,0.34838,1.14838,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Txnrd1,TXNRD1,,KO_promotes_maturation,0.34685,1.14685,0.8,hypertrophic,hypertrophic,hypertrophic,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Bicd2,BICD2,,KO_promotes_maturation,0.34363,1.14363,0.8,shared,resting,resting,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fbxo5,FBXO5,,KO_promotes_maturation,0.34245,1.14245,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cyp26b1,CYP26B1,,KO_promotes_maturation,0.34194,1.14194,0.8,proliferative,resting,resting,9.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mboat1,MBOAT1,,KO_promotes_maturation,0.34,1.14,0.8,hypertrophic,hypertrophic,hypertrophic,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pdia6,PDIA6,,KO_promotes_maturation,0.33999,1.13999,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Polr3e,POLR3E,,KO_promotes_maturation,0.33997,1.13997,0.8,proliferative,hypertrophic,hypertrophic,8.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Myl3,MYL3,,KO_promotes_maturation,0.33982,1.13982,0.8,hypertrophic,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ptprm,PTPRM,,KO_promotes_maturation,0.33967,1.13967,0.8,hypertrophic,resting,resting,8.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pdzd2,PDZD2,,KO_promotes_maturation,0.3388,1.5388,1.2,hypertrophic,proliferative,proliferative,9.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cdc27,CDC27,,KO_promotes_maturation,0.33847,1.13847,0.8,shared,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slbp,SLBP,,KO_promotes_maturation,0.33842,1.13842,0.8,shared,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nudcd1,NUDCD1,,KO_promotes_maturation,0.33805,1.13805,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gtf2b,GTF2B,,KO_promotes_maturation,0.33774,1.13774,0.8,shared,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dennd5b,DENND5B,,KO_promotes_maturation,0.33706,1.13706,0.8,hypertrophic,hypertrophic,hypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ylpm1,YLPM1,,KO_promotes_maturation,0.33674,1.13674,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Arhgap18,ARHGAP18,,KO_promotes_maturation,0.33663,1.13663,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cpe,CPE,,KO_promotes_maturation,0.33662,1.13662,0.8,hypertrophic,hypertrophic,hypertrophic,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mast2,MAST2,,KO_promotes_maturation,0.33616,1.13616,0.8,shared,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Vcan,VCAN,,KO_promotes_maturation,0.33533,1.13533,0.8,hypertrophic,resting,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Fbxl13,FBXL13,,KO_promotes_maturation,0.33394,1.13394,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Atp1b3,ATP1B3,,KO_promotes_maturation,0.33365,1.13365,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mocos,MOCOS,,KO_promotes_maturation,0.3328,1.1328,0.8,hypertrophic,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ttk,TTK,,KO_promotes_maturation,0.33176,1.13176,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cacng1,CACNG1,,KO_promotes_maturation,0.3314,1.1314,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dach2,DACH2,,KO_promotes_maturation,0.33138,1.13138,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ptprj,PTPRJ,,KO_promotes_maturation,0.32992,1.12992,0.8,hypertrophic,hypertrophic,hypertrophic,13.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rspo2,RSPO2,,KO_promotes_maturation,0.32987,1.12987,0.8,proliferative,resting,resting,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
U2af1,U2AF1,,KO_promotes_maturation,0.32693,1.12693,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Spr,SPR,,KO_promotes_maturation,0.32675,1.12675,0.8,hypertrophic,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rhobtb3,RHOBTB3,,KO_promotes_maturation,0.32642,1.12642,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Taf1b,TAF1B,,KO_promotes_maturation,0.32563,1.12563,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Msto1,MSTO1,,KO_promotes_maturation,0.32482,1.12482,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ncoa6,NCOA6,,KO_promotes_maturation,0.3246,1.1246,0.8,shared,hypertrophic,hypertrophic,9.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Enox1,ENOX1,,KO_promotes_maturation,0.32421,1.12421,0.8,hypertrophic,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Usp47,USP47,,KO_promotes_maturation,0.32418,1.12418,0.8,shared,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Gabpb2,GABPB2,,KO_promotes_maturation,0.32413,1.12413,0.8,shared,resting,resting,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Abcf2,ABCF2,,KO_promotes_maturation,0.32406,1.12406,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Yrdc,YRDC,,KO_promotes_maturation,0.32362,1.12362,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Oas1f,OAS1,,KO_promotes_maturation,0.32337,1.12337,0.8,,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Sspn,SSPN,,KO_promotes_maturation,0.32248,1.52248,1.2,proliferative,proliferative,proliferative,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pgs1,PGS1,,KO_promotes_maturation,0.32116,1.12116,0.8,shared,hypertrophic,hypertrophic,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mgat1,MGAT1,,KO_promotes_maturation,0.32103,1.12103,0.8,shared,resting,resting,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Pex7,PEX7,,KO_promotes_maturation,0.32087,1.12087,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ccdc47,CCDC47,,KO_promotes_maturation,0.32072,1.12072,0.8,proliferative,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Piwil2,PIWIL2,,KO_promotes_maturation,0.31926,1.11926,0.8,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ifih1,IFIH1,,KO_promotes_maturation,0.31785,1.11785,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Myoz2,MYOZ2,,KO_promotes_maturation,0.31659,1.11659,0.8,shared,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rps27l,RPS27L,,KO_promotes_maturation,0.316,1.116,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Wnt5b,WNT5B,,KO_promotes_maturation,0.31594,1.11594,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc25a48,SLC25A48,,KO_promotes_maturation,0.31556,1.11556,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kmt2b,KMT2B,,KO_promotes_maturation,0.31549,1.11549,0.8,shared,resting,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Slc52a2,SLC52A1,,KO_promotes_maturation,0.31537,1.11537,0.8,proliferative,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nup88,NUP88,,KO_promotes_maturation,0.31474,1.11474,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cc2d1b,CC2D1B,,KO_promotes_maturation,0.31389,1.11389,0.8,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cxxc5,CXXC5,,KO_promotes_maturation,0.31387,1.11387,0.8,shared,resting,resting,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kat2a,KAT2A,,KO_promotes_maturation,0.31356,1.11356,0.8,proliferative,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Glrx3,GLRX3,,KO_promotes_maturation,0.31315,1.11315,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kcnip3,KCNIP3,,KO_promotes_maturation,0.31235,1.11235,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nfyb,NFYB,,KO_promotes_maturation,0.31183,1.11183,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Psmd9,PSMD9,,KO_promotes_maturation,0.31111,1.11111,0.8,shared,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Dgkz,DGKZ,,KO_promotes_maturation,0.31086,1.11086,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Camta1,CAMTA1,,KO_promotes_maturation,0.31068,1.11068,0.8,shared,proliferative,proliferative,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Srp9,SRP9,,KO_promotes_maturation,0.31021,1.11021,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rcn1,RCN1,,KO_promotes_maturation,0.30945,1.10945,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Zbtb32,ZBTB32,,KO_promotes_maturation,0.3088,1.1088,0.8,hypertrophic,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hip1r,HIP1R,,KO_promotes_maturation,0.30839,1.10839,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Clptm1,CLPTM1,,KO_promotes_maturation,0.30836,1.10836,0.8,shared,hypertrophic,hypertrophic,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Prpf6,PRPF6,,KO_promotes_maturation,0.30754,1.10754,0.8,hypertrophic,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nsmaf,NSMAF,,KO_promotes_maturation,0.30731,1.10731,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Grin2b,GRIN2B,,KO_promotes_maturation,0.306,1.106,0.8,proliferative,resting,resting,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Syt17,SYT17,,KO_promotes_maturation,0.30493,1.10493,0.8,hypertrophic,resting,resting,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tmem68,TMEM68,,KO_promotes_maturation,0.3048,1.5048,1.2,proliferative,resting,resting,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rmi2,RMI2,,KO_promotes_maturation,0.30415,1.10415,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Ssmem1,SSMEM1,,KO_promotes_maturation,0.30379,1.10379,0.8,shared,resting,resting,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Bmp4,BMP4,,KO_promotes_maturation,0.30378,1.10378,0.8,hypertrophic,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Foxo1,FOXO1,,KO_promotes_maturation,0.30211,1.10211,0.8,shared,hypertrophic,hypertrophic,9.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lrp1,LRP1,,KO_promotes_maturation,0.30201,1.10201,0.8,shared,resting,resting,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nfe2l3,NFE2L3,,KO_promotes_maturation,0.30171,1.10171,0.8,proliferative,proliferative,proliferative,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cgn,CGN,,KO_promotes_maturation,0.30101,1.10101,0.8,hypertrophic,resting,resting,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Mrpl17,MRPL17,,KO_promotes_maturation,0.30085,1.10085,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nrep,NREP,,KO_promotes_maturation,0.30049,1.10049,0.8,shared,resting,resting,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Prr5l,PRR5L,,KO_promotes_maturation,0.29934,1.09934,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Kif6,KIF6,,KO_promotes_maturation,0.29933,1.09933,0.8,proliferative,resting,resting,12.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Hdac3,HDAC3,,KO_promotes_maturation,0.29919,1.09919,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
6430571L13Rik,C3orf18,,KO_promotes_maturation,0.29867,1.09867,0.8,proliferative,proliferative,proliferative,3.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Lemd2,LEMD2,,KO_promotes_maturation,0.29819,1.09819,0.8,shared,resting,resting,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nkd1,NKD1,,KO_promotes_maturation,0.29798,1.09798,0.8,proliferative,proliferative,proliferative,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Llgl2,LLGL2,,KO_promotes_maturation,0.2979,1.0979,0.8,shared,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Nus1,NUS1,,KO_promotes_maturation,0.29769,1.09769,0.8,shared,hypertrophic,hypertrophic,2.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Itpkb,ITPKB,,KO_promotes_maturation,0.29716,1.09716,0.8,hypertrophic,resting,resting,4.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Acbd6,ACBD6,,KO_promotes_maturation,0.29619,1.09619,0.8,proliferative,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Cwc15,CWC15,,KO_promotes_maturation,0.29585,1.09585,0.8,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Rras2,RRAS2,,KO_promotes_maturation,0.29576,1.09576,0.8,shared,hypertrophic,hypertrophic,6.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Msh5,MSH5,,KO_promotes_maturation,0.29574,1.09574,0.8,proliferative,proliferative,proliferative,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Helz2,HELZ2,,KO_promotes_maturation,0.29527,1.49527,1.2,hypertrophic,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Npepps,NPEPPS,,KO_promotes_maturation,0.29409,1.09409,0.8,shared,resting,resting,5.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
Tubb5,TUBB,,KO_promotes_maturation,0.29369,1.09369,0.8,shared,hypertrophic,hypertrophic,1.0,,,activate/agonise (preserve resting pool; inhibition risks plate exhaustion)
